CODCLI,ESPECIE,PORTE,IDADE
301927,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
64089,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
332862,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
55722,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
309193,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
332877,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
14247,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
301131,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
32575,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
333099,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
331313,CÃES,MÉDIO,ADULTO|SÊNIOR
28695,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
57500,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
308416,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
308126,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
315020,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
305267,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
309464,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
329080,CÃES|GATOS,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
325570,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
330063,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
329777,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
13601,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
307421,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
301545,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
321254,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
268397,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
306932,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
33745,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
13496,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
316568,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
16348,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
19089,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
271600,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16761,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
334250,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
267375,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
317804,GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
270583,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
62489,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
302124,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
271103,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
318572,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
318601,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
269551,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
308981,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
318323,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
21670,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
6782,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318919,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
310495,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
19384,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
312378,CÃES,PEQUENO|MÉDIO,ADULTO|SÊNIOR
2302,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
305786,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
62319,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
311991,CÃES,PEQUENO,ADULTO
13092,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
16686,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
319715,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
319739,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
319741,CÃES|GATOS,PEQUENO|MÉDIO,ADULTO|SÊNIOR
316396,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
319925,CÃES|GATOS,PEQUENO|MÉDIO,ADULTO|SÊNIOR
320295,CÃES|GATOS,PEQUENO|MÉDIO,ADULTO|SÊNIOR
309477,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
22014,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
320718,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
312636,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
11705,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
306080,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
309923,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
62680,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
28555,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
306724,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
302801,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
323597,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO
323706,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
57639,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
270729,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
314980,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
309838,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE
59875,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
324533,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
305453,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
310494,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
303218,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
20093,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
302606,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16708,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
324953,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
25884,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
325165,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
58087,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
15565,CÃES,PEQUENO|MÉDIO|GRANDE,SÊNIOR
325502,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
20207,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318067,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
20051,GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
325790,CÃES|GATOS,MÉDIO,FILHOTE|ADULTO|SÊNIOR
269985,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
322797,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
325069,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
325812,GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO
326279,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
309369,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
20514,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
62690,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
12901,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
326774,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17936,GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO
269355,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
326969,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
12929,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
327219,GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
327820,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
319013,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
13912,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
17252,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318775,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
306621,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
19489,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
328233,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
328668,CÃES|GATOS,PEQUENO|MÉDIO,ADULTO|SÊNIOR
28479,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
306373,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
329207,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
326981,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
318216,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
32665,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
329930,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
307591,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
328367,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
295269,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
266410,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
317930,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
270057,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
324163,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
58232,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
328243,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
64950,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
319943,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17390,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
330439,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
319737,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
3001,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
328052,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
330818,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
318104,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
58439,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
308606,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
20468,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
308931,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
21,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
64898,GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO
19302,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
22194,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
308646,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
305788,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
331408,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
329285,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
316438,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
319051,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
33249,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
270596,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
441,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318847,CÃES,PEQUENO,ADULTO
331819,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
324255,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
331464,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
330671,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
270372,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
14099,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
64766,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
12437,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
332298,CÃES|GATOS,PEQUENO|MÉDIO,ADULTO|SÊNIOR
271086,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
12868,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
303385,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
319954,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
332652,GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
309028,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
332157,CÃES,GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
55951,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
315009,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
332836,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
63950,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
317788,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
321048,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
333068,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
334372,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
63719,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
302561,CÃES,MÉDIO|GRANDE,ADULTO
55751,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
314208,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
319074,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
319472,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
323949,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
15627,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
305590,CÃES|GATOS,MÉDIO,FILHOTE|ADULTO|SÊNIOR
317478,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
324484,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
270030,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
301226,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
324629,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
306797,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
32759,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
305534,CÃES,PEQUENO,ADULTO
307815,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
18948,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE
305321,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
326970,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
324042,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
327448,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
306849,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
33891,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
62765,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
328997,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
328867,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
25564,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
330104,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
32780,CÃES,PEQUENO,ADULTO
19232,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
20487,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
314686,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
331393,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
24719,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
267941,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
332340,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
318128,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
302339,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO
19974,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
18782,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
17259,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
313391,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17659,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17752,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
19179,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
6765,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
319346,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
295231,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
21451,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
319425,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
3059,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
308647,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
21537,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
19433,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
64370,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
14339,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17013,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
266361,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
318177,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
326210,CÃES|GATOS,PEQUENO|MÉDIO,ADULTO|SÊNIOR
323643,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
267947,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
326870,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
320934,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
13814,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
330158,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
330280,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
330357,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
16096,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
325464,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
323524,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
327163,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
330908,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
64421,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
302772,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
13278,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
4061,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
327825,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
305426,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
13261,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
333638,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR
324344,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
334342,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
17865,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR
17365,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
16921,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
25679,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
19896,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
316894,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO
33126,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR
22690,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
21894,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR
266848,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR
